"PK_PRODUNITID"|"FK_SUPPLIERID"|"FK_PRODUCTID"|"UPC_CODE"|"INVENTORY_CODE"|"PRICE"|"VOLUME"|"SHIPWEIGHT"|"SHIPHEIGHT"|"SHIPWIDTH"|"SHIPLENGTH"|"VOLUMESALE"|"VOLUMEUNIT"|"DATEMODIFIED"|"DATECREATED"|"STATUS"
"298"|"0"|"121"||"S00564"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-08 23:41:24"|"2008-10-08 21:41:24"|"active"
"299"|"0"|"132"||"S0024"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-08 23:42:58"|"2008-10-08 21:42:58"|"active"
"300"|"0"|"132"||"S00212"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-08 23:43:30"|"2008-10-08 21:43:30"|"active"
"301"|"0"|"132"||"S00264"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 17:49:42"|"2008-10-09 15:49:42"|"active"
"302"|"0"|"122"||"S0034"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 17:52:42"|"2008-10-09 15:51:30"|"active"
"303"|"0"|"122"||"S00312"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 17:52:02"|"2008-10-09 15:52:02"|"active"
"304"|"0"|"122"||"S00364"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 17:52:23"|"2008-10-09 15:52:23"|"active"
"305"|"0"|"133"||"S0064"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 17:54:03"|"2008-10-09 15:54:03"|"active"
"306"|"0"|"133"||"S00612"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 17:54:25"|"2008-10-09 15:54:25"|"active"
"307"|"0"|"134"||"C0024"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 17:57:16"|"2008-10-09 15:57:16"|"active"
"308"|"0"|"134"||"C00212"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 17:57:42"|"2008-10-09 15:57:42"|"active"
"309"|"0"|"134"||"C00264"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 17:58:09"|"2008-10-09 15:58:09"|"active"
"310"|"0"|"135"||"C0034"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 17:59:15"|"2008-10-09 15:59:15"|"active"
"311"|"0"|"135"||"C00312"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 17:59:34"|"2008-10-09 15:59:34"|"active"
"312"|"0"|"135"||"C00364"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 17:59:55"|"2008-10-09 15:59:55"|"active"
"313"|"0"|"136"||"C0054"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:01:05"|"2008-10-09 16:01:05"|"active"
"314"|"0"|"136"||"C00512"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:01:41"|"2008-10-09 16:01:41"|"active"
"315"|"0"|"137"||"C0064"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:02:42"|"2008-10-09 16:02:42"|"active"
"316"|"0"|"137"||"C00612"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:03:07"|"2008-10-09 16:03:07"|"active"
"317"|"0"|"137"||"C00664"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:03:30"|"2008-10-09 16:03:30"|"active"
"318"|"0"|"138"||"C0014"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:04:46"|"2008-10-09 16:04:46"|"active"
"319"|"0"|"138"||"C00112"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:05:14"|"2008-10-09 16:05:14"|"active"
"320"|"0"|"138"||"C00164"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:05:31"|"2008-10-09 16:05:31"|"active"
"321"|"0"|"139"||"C0044"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:06:36"|"2008-10-09 16:06:36"|"active"
"322"|"0"|"139"||"C00412"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:06:50"|"2008-10-09 16:06:50"|"active"
"323"|"0"|"139"||"C00464"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:07:34"|"2008-10-09 16:07:34"|"active"
"324"|"0"|"140"||"H0024"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:13:29"|"2008-10-09 16:13:29"|"active"
"325"|"0"|"140"||"H00212"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:13:45"|"2008-10-09 16:13:45"|"active"
"326"|"0"|"140"||"H00264"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:14:00"|"2008-10-09 16:14:00"|"active"
"327"|"0"|"141"||"H0034"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:14:59"|"2008-10-09 16:14:59"|"active"
"328"|"0"|"141"||"H00312"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:15:12"|"2008-10-09 16:15:12"|"active"
"329"|"0"|"141"||"H00364"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:15:29"|"2008-10-09 16:15:29"|"active"
"330"|"0"|"143"||"H0044"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:22:07"|"2008-10-09 16:22:07"|"active"
"331"|"0"|"143"||"H00412"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:22:41"|"2008-10-09 16:22:41"|"active"
"332"|"0"|"143"||"H00464"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:23:12"|"2008-10-09 16:23:12"|"active"
"333"|"0"|"144"||"H0014"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:26:10"|"2008-10-09 16:26:10"|"active"
"334"|"0"|"144"||"H00112"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:26:39"|"2008-10-09 16:26:39"|"active"
"335"|"0"|"144"||"H00164"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:27:10"|"2008-10-09 16:27:10"|"active"
"336"|"0"|"146"||"H0054"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:32:08"|"2008-10-09 16:32:08"|"active"
"337"|"0"|"146"||"H00512"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:32:24"|"2008-10-09 16:32:24"|"active"
"338"|"0"|"146"||"H00564"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:32:42"|"2008-10-09 16:32:42"|"active"
"339"|"0"|"147"||"K0014"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:33:22"|"2008-10-09 16:33:22"|"active"
"340"|"0"|"147"||"K00112"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:33:40"|"2008-10-09 16:33:40"|"active"
"341"|"0"|"147"||"K00164"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:33:59"|"2008-10-09 16:33:59"|"active"
"342"|"0"|"148"||"K0024"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:34:45"|"2008-10-09 16:34:45"|"active"
"343"|"0"|"148"||"K00212"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:34:58"|"2008-10-09 16:34:58"|"active"
"344"|"0"|"148"||"K00264"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:35:15"|"2008-10-09 16:35:15"|"active"
"345"|"0"|"149"||"K0034"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:35:58"|"2008-10-09 16:35:58"|"active"
"346"|"0"|"149"||"K00312"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:36:08"|"2008-10-09 16:36:08"|"active"
"347"|"0"|"149"||"K00364"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:36:23"|"2008-10-09 16:36:23"|"active"
"348"|"0"|"150"||"K0064"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:37:03"|"2008-10-09 16:37:03"|"active"
"349"|"0"|"150"||"K00612"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:37:15"|"2008-10-09 16:37:15"|"active"
"350"|"0"|"150"||"K00664"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:37:39"|"2008-10-09 16:37:39"|"active"
"351"|"0"|"151"||"K0044"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:38:24"|"2008-10-09 16:38:24"|"active"
"352"|"0"|"151"||"K00412"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:38:39"|"2008-10-09 16:38:39"|"active"
"353"|"0"|"151"||"K00464"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:39:32"|"2008-10-09 16:39:32"|"active"
"354"|"0"|"133"||"S00664"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:44:35"|"2008-10-09 16:44:35"|"active"
"355"|"0"|"152"||"K0054"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:44:59"|"2008-10-09 16:44:59"|"active"
"356"|"0"|"152"||"K00512"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:45:11"|"2008-10-09 16:45:11"|"active"
"357"|"0"|"152"||"K00564"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:45:27"|"2008-10-09 16:45:27"|"active"
"358"|"0"|"153"||"M0044"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:46:33"|"2008-10-09 16:46:33"|"active"
"359"|"0"|"153"||"M00412"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:46:50"|"2008-10-09 16:46:50"|"active"
"360"|"0"|"153"||"M00464"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:47:06"|"2008-10-09 16:47:06"|"active"
"361"|"0"|"145"|||"0"|"0"|"0"|"0"|"0"|"0"|"0"||"2008-10-09 20:07:30"|"2008-10-09 16:47:30"|"deleted"
"362"|"0"|"154"||"M0024"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:48:05"|"2008-10-09 16:48:05"|"active"
"363"|"0"|"154"||"M00212"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:48:16"|"2008-10-09 16:48:16"|"active"
"364"|"0"|"154"||"M00264"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:48:33"|"2008-10-09 16:48:33"|"active"
"365"|"0"|"145"|||"0"|"0"|"0"|"0"|"0"|"0"|"0"||"2008-10-09 20:07:42"|"2008-10-09 16:48:41"|"deleted"
"366"|"0"|"155"||"M0014"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:49:27"|"2008-10-09 16:49:27"|"active"
"367"|"0"|"155"||"M00112"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:49:47"|"2008-10-09 16:49:47"|"active"
"368"|"0"|"155"||"M00164"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:49:57"|"2008-10-09 16:49:57"|"active"
"369"|"0"|"156"||"M0034"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:50:45"|"2008-10-09 16:50:45"|"active"
"370"|"0"|"156"||"M00312"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:50:59"|"2008-10-09 16:50:59"|"active"
"371"|"0"|"156"||"M00364"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:51:14"|"2008-10-09 16:51:14"|"active"
"372"|"0"|"157"||"F0014"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:52:13"|"2008-10-09 16:52:13"|"active"
"373"|"0"|"157"||"F00112"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:52:27"|"2008-10-09 16:52:27"|"active"
"374"|"0"|"157"||"F00164"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:52:39"|"2008-10-09 16:52:39"|"active"
"375"|"0"|"158"||"F0034"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:53:18"|"2008-10-09 16:53:18"|"active"
"376"|"0"|"158"||"F00312"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:53:30"|"2008-10-09 16:53:30"|"active"
"377"|"0"|"158"||"F00364"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:53:46"|"2008-10-09 16:53:46"|"active"
"378"|"0"|"159"||"F0024"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:54:44"|"2008-10-09 16:54:44"|"active"
"379"|"0"|"159"||"F00212"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:55:05"|"2008-10-09 16:55:05"|"active"
"380"|"0"|"159"||"F00264"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:55:17"|"2008-10-09 16:55:17"|"active"
"381"|"0"|"0"|||"0"|"0"|"0"|"0"|"0"|"0"|"0"||"2008-10-09 18:55:35"|"2008-10-09 16:55:35"|"active"
"382"|"0"|"160"||"F0044"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:56:45"|"2008-10-09 16:56:45"|"active"
"383"|"0"|"160"||"F00412"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:56:58"|"2008-10-09 16:56:58"|"active"
"384"|"0"|"160"||"F00464"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:57:16"|"2008-10-09 16:57:16"|"active"
"385"|"0"|"161"||"F0054"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:58:09"|"2008-10-09 16:58:09"|"active"
"386"|"0"|"161"||"F00512"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:58:30"|"2008-10-09 16:58:30"|"active"
"387"|"0"|"161"||"F00564"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:58:46"|"2008-10-09 16:58:46"|"active"
"388"|"0"|"40"||"2005D"|"0"|"64"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 18:59:29"|"2008-10-09 16:59:29"|"active"
"389"|"0"|"111"||"20051"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 19:02:15"|"2008-10-09 17:02:15"|"active"
"390"|"0"|"112"||"20052"|"0"|"12"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 19:02:52"|"2008-10-09 17:02:52"|"active"
"391"|"0"|"112"||"20052"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 19:03:26"|"2008-10-09 17:03:26"|"active"
"392"|"0"|"113"||"20053"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 19:04:11"|"2008-10-09 17:04:11"|"active"
"393"|"0"|"114"||"20054"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 19:04:29"|"2008-10-09 17:04:29"|"active"
"394"|"0"|"115"||"20055"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 19:04:50"|"2008-10-09 17:04:50"|"active"
"395"|"0"|"116"||"20056"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 19:05:04"|"2008-10-09 17:05:04"|"active"
"396"|"0"|"117"||"20057"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 19:05:24"|"2008-10-09 17:05:24"|"active"
"397"|"0"|"118"||"20058"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 19:05:38"|"2008-10-09 17:05:38"|"active"
"398"|"0"|"119"||"20059"|"0"|"4"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 19:06:15"|"2008-10-09 17:05:56"|"active"
"399"|"0"|"101"||"1024A1R"|"9.5"|"2.5"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 19:08:17"|"2008-10-09 17:08:17"|"active"
"400"|"0"|"75"||"1018A1R"|"7.95"|"2.5"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 19:11:41"|"2008-10-09 17:09:21"|"deleted"
"401"|"0"|"54"||"#1030A"|"8"|"10"|"0.88"|"1"|"2.5"|"2.5"|"1"|"ml"|"2008-10-09 19:42:46"|"2008-10-09 17:42:46"|"active"
"402"|"0"|"54"||"#1030B"|"19"|"30"|"0.17"|"3.5"|"1.25"|"1.25"|"1"|"ml"|"2008-10-09 19:43:10"|"2008-10-09 17:43:10"|"active"
"403"|"0"|"53"||"#1031A"|"8"|"10"|"0.88"|"1"|"2.5"|"2.5"|"1"|"ml"|"2008-10-09 19:43:32"|"2008-10-09 17:43:32"|"active"
"404"|"0"|"53"||"#1031B"|"19"|"30"|"0.17"|"3.5"|"1.25"|"1.25"|"1"|"ml"|"2008-10-09 19:43:50"|"2008-10-09 17:43:50"|"active"
"405"|"0"|"162"||"#2017A"|"8"|"10"|"0.88"|"1"|"2.5"|"2.5"|"1"|"ml"|"2008-10-09 19:45:58"|"2008-10-09 17:45:58"|"active"
"406"|"0"|"162"||"#2017B"|"19"|"30"|"0.17"|"3.5"|"1.25"|"1.25"|"1"|"ml"|"2008-10-09 19:46:27"|"2008-10-09 17:46:27"|"active"
"407"|"0"|"55"||"#1206A"|"8"|"10"|"0.88"|"1"|"2.5"|"2.5"|"1"|"ml"|"2008-10-09 19:47:00"|"2008-10-09 17:47:00"|"active"
"408"|"0"|"55"||"#1026B"|"19"|"30"|"0.17"|"3.5"|"1.25"|"1.25"|"1"|"ml"|"2008-10-09 19:47:58"|"2008-10-09 17:47:58"|"active"
"409"|"0"|"56"||"#1028A"|"8"|"10"|"0.88"|"1"|"2.5"|"2.5"|"1"|"ml"|"2008-10-09 19:49:36"|"2008-10-09 17:49:36"|"active"
"410"|"0"|"56"||"#1028B"|"19"|"30"|"0.17"|"3.5"|"1.25"|"1.25"|"1"|"ml"|"2008-10-09 19:49:59"|"2008-10-09 17:49:59"|"active"
"411"|"0"|"57"||"#1025A"|"8"|"10"|"0.88"|"1"|"2.5"|"2.5"|"1"|"ml"|"2008-10-09 19:50:17"|"2008-10-09 17:50:17"|"active"
"412"|"0"|"57"||"#1025B"|"19"|"30"|"0.17"|"3.5"|"1.25"|"1.25"|"1"|"ml"|"2008-10-09 19:50:39"|"2008-10-09 17:50:39"|"active"
"413"|"0"|"58"||"#1027A"|"8"|"10"|"0.88"|"1"|"2.5"|"2.5"|"1"|"ml"|"2008-10-09 19:51:03"|"2008-10-09 17:51:03"|"active"
"414"|"0"|"58"||"#1027B"|"19"|"30"|"0.17"|"3.5"|"1.25"|"1.25"|"1"|"ml"|"2008-10-09 19:51:20"|"2008-10-09 17:51:20"|"active"
"415"|"0"|"59"||"#1029A"|"8"|"10"|"0.88"|"1"|"2.5"|"2.5"|"1"|"ml"|"2008-10-09 19:51:47"|"2008-10-09 17:51:47"|"active"
"416"|"0"|"59"||"#1029B"|"19"|"30"|"0.17"|"3.5"|"1.25"|"1.25"|"1"|"ml"|"2008-10-09 19:52:15"|"2008-10-09 17:52:15"|"active"
"417"|"0"|"163"||"#1080AMP"|"6.5"|"2.5"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 20:03:19"|"2008-10-09 18:03:19"|"active"
"418"|"0"|"163"||"#1080MP"|"16"|"8.5"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 20:03:46"|"2008-10-09 18:03:46"|"active"
"419"|"0"|"145"||"#1080AHA"|"6.5"|"2.5"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 20:04:06"|"2008-10-09 18:04:06"|"active"
"420"|"0"|"145"||"#1080BHA"|"16"|"8.5"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 20:04:33"|"2008-10-09 18:04:33"|"active"
"421"|"0"|"164"||"#1080ATS"|"6.5"|"2.5"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 20:05:15"|"2008-10-09 18:05:15"|"active"
"422"|"0"|"164"||"#1080BTS"|"16"|"8.5"|"0"|"0"|"0"|"0"|"1"|"o.z."|"2008-10-09 20:05:42"|"2008-10-09 18:05:42"|"active"
"423"|"0"|"165"|||"70"|"0"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:03:03"|"2008-10-09 19:03:03"|"active"
"424"|"0"|"166"||"Model 60"|"649"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:16:40"|"2008-10-09 19:16:40"|"active"
"425"|"0"|"167"||"Model 60FT"|"639"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:22:50"|"2008-10-09 19:22:50"|"active"
"426"|"0"|"168"||"Model 40-3"|"849"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:26:38"|"2008-10-09 19:26:38"|"active"
"427"|"0"|"169"||"Model 60-2"|"619"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:30:28"|"2008-10-09 19:30:28"|"active"
"428"|"0"|"170"||"Model 38"|"459"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:32:54"|"2008-10-09 19:32:54"|"active"
"429"|"0"|"171"||"Model 80-2"|"869"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:36:25"|"2008-10-09 19:36:25"|"active"
"430"|"0"|"172"||"38-FLT"|"16"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:39:04"|"2008-10-09 19:39:04"|"active"
"431"|"0"|"173"||"60-FLT"|"20"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:40:15"|"2008-10-09 19:40:15"|"active"
"432"|"0"|"174"||"4080-FLT"|"25"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:41:31"|"2008-10-09 19:41:31"|"active"
"433"|"0"|"175"||"CB-1"|"12"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:43:18"|"2008-10-09 19:43:18"|"active"
"434"|"0"|"176"||"FLP-1"|"11"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:44:34"|"2008-10-09 19:44:34"|"active"
"435"|"0"|"177"||"GSB-2"|"13"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:45:50"|"2008-10-09 19:45:50"|"active"
"436"|"0"|"178"||"IB-2"|"14"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:47:00"|"2008-10-09 19:47:00"|"active"
"437"|"0"|"179"||"LB-2"|"15"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:48:06"|"2008-10-09 19:48:06"|"active"
"438"|"0"|"180"||"CSTR-1"|"8"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:49:06"|"2008-10-09 19:49:06"|"active"
"439"|"0"|"183"||"FP-1"|"8"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:53:37"|"2008-10-09 19:53:37"|"active"
"440"|"0"|"184"||"RD-1"|"9"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:55:01"|"2008-10-09 19:55:01"|"active"
"441"|"0"|"185"||"HS-8"|"36"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:55:53"|"2008-10-09 19:55:53"|"active"
"442"|"0"|"186"||"HS-8R"|"45"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:57:09"|"2008-10-09 19:57:09"|"active"
"443"|"0"|"187"||"HC-1"|"8"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:58:10"|"2008-10-09 19:58:10"|"active"
"444"|"0"|"188"||"IMP-110"|"98"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 21:59:02"|"2008-10-09 19:59:02"|"active"
"445"|"0"|"188"||"IMP-110"|"105"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 22:00:05"|"2008-10-09 20:00:05"|"active"
"446"|"0"|"190"||"4080-HD"|"25"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 22:01:23"|"2008-10-09 20:01:23"|"active"
"447"|"0"|"191"||"60-HD"|"18"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 22:02:37"|"2008-10-09 20:02:37"|"active"
"448"|"0"|"192"||"HH-1"|"9"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 22:03:31"|"2008-10-09 20:03:31"|"active"
"449"|"0"|"193"||"EA-2"|"85"|"1"|"0"|"0"|"0"|"0"|"1"||"2008-10-09 22:04:37"|"2008-10-09 20:04:37"|"active"
